age,gender,bmi_category,can_cook,meals_per_day,hunger_cycle_min,allergies,food_calories,food_protein,food_fat,food_carbs,food_difficulty,label,Ingredients1,Ingredients2,Ingredients3
14,male,Normal,1,2,82,"Egg, Shrimp, Squid",421.61,41.48,21.56,14.18,unknown,Parmesan-crusted Veal With Salsa Verde,,,
15,male,Normal,0,2,6,,456.13,46.72,28.24,3.11,unknown,Grilled Snapper with Orange-Almond Sauce,,,
10,female,Overweight,1,0,110,Shellfish,392.25,29.88,22.75,17.36,unknown,Grilled Sea Bass with Miso-Mustard Sauce,,,
9,male,Obese,1,0,43,,111.36,22.08,1.65,1.0,unknown,Herbed Striped Bass,,,
13,female,Normal,1,1,164,"Mackerel, Wheat, Chicken",476.89,8.17,34.83,36.21,unknown,"Pasta with Anchovies, Currants, Fennel, and Pine Nuts",Pine nut,,
10,male,Underweight,0,1,46,Soybean,663.86,44.99,23.44,54.05,unknown,"Spiced Salmon With Wine Braised Shallots, Edamame & Sunchoke Puree",,,
11,female,Normal,1,0,102,,438.31,36.76,20.03,27.54,unknown,"Pfb: Ancho-seared Swordfish With Ginger-sweet Potato Mash, Sear",Potato,Fish,
9,female,Overweight,0,0,53,"Peach, Shrimp, Walnut",322.16,13.61,18.39,26.67,unknown,Chickpea Panelle with Goat Cheese and Salsa Rustica,,,
10,male,Normal,0,3,167,,427.13,69.06,15.25,4.56,unknown,Pan- Seared Tilapia,,,
14,female,Normal,0,3,77,,560.27,24.65,19.16,71.74,unknown,Pasta With Tonnato And Tomato,Tomato,,
14,male,Normal,0,1,91,"Chicken, Peach",485.93,78.02,14.0,7.64,unknown,Adriatic Fish Broth,Fish,,
15,female,Normal,0,2,143,,454.09,34.07,34.01,1.05,unknown,Bacon-wrapped Bluefish,Fish,,
14,male,Normal,1,1,111,Squid,421.61,41.48,21.56,14.18,unknown,Parmesan-crusted Veal With Salsa Verde,,,
11,male,Normal,0,1,77,"Wheat, Pine nut",406.3,29.96,5.22,44.69,unknown,Sake-Steamed Sea Bass with Ginger and Green Onions,,,
15,female,Obese,1,3,169,,193.0,20.7,8.95,6.94,unknown,Shrimp and Crab Stuffed Flounder,Crab,Shrimp,
7,female,Underweight,0,2,93,"Pine nut, Peanut",608.9,57.88,22.87,41.0,unknown,Grilled Tuna Steaks With Onion Dill Butter,,,
14,male,Obese,1,1,171,Wheat,252.58,34.16,7.64,12.29,unknown,Sauted Bass with Shiitake Mushroom Sauce,,,
13,female,Normal,0,1,159,"Pine nut, Milk, Buckwheat",432.68,10.82,21.32,49.12,unknown,Grilled Fish With Seville Orange & Rosemary Butter,Fish,,
14,female,Normal,0,0,89,Tomato,505.6,55.38,11.62,43.4,unknown,Labneh With Chilli And Anchovy,Anchovy,,
7,male,Normal,1,1,21,"Egg, Peach",480.11,7.48,30.52,44.38,unknown,Piquillo-Pepper Num Pangs,,,
15,female,Normal,1,2,52,"Pork, Shellfish",447.0,34.87,31.55,4.86,unknown,Seared Salmon With Mustard-caper Butter,,,
8,female,Obese,1,3,33,Soybean,230.88,31.76,7.45,7.43,unknown,Roasted Cod With Lemon-parsley Crumbs,Lemon,,
6,female,Normal,1,0,175,Peach,590.71,12.26,44.01,38.12,unknown,Lime Caesar Salad,,,
9,female,Overweight,0,2,28,"Wheat, Peach",307.93,24.53,15.52,17.27,unknown,Cheesy Catfish Chowder,Fish,,
9,male,Normal,0,1,52,,587.77,32.5,45.71,16.29,unknown,Nut-crusted Salmon With Garlicky Greens And Walnuts,Garlic,Walnut,
8,male,Obese,0,3,120,,196.57,31.74,6.56,1.05,unknown,Halibut MeuniÃÂ¨re,,,
16,female,Normal,1,2,123,Pork,591.13,45.93,43.83,0.0,unknown,Cod With Chorizo,,,
10,female,Normal,1,0,153,"Walnut, Pine nut, Sulfurous acid",462.86,37.85,17.3,47.77,unknown,Red Snapper Puttanesca,,,
7,male,Underweight,1,3,177,Walnut,519.14,53.92,19.17,38.73,unknown,Cauliflower Mushroom Leek Soup With Butter Fish,Fish,,
14,female,Normal,1,3,166,Beef,446.01,15.17,27.3,34.43,unknown,Ceasar Salad,,,
11,female,Normal,1,2,31,Peach,471.92,4.19,19.87,68.32,unknown,Vermicelli with Sauce alla Sofia,,,
13,female,Normal,0,1,157,,471.92,4.19,19.87,68.32,unknown,Vermicelli with Sauce alla Sofia,,,
14,male,Obese,0,0,135,Peach,230.76,33.74,4.54,12.86,unknown,Potato-Crusted Snapper,Potato,,
15,female,Overweight,1,0,10,,323.91,32.63,17.92,8.29,unknown,Wild Striped Bass with Scallions and Herb Salad,,,
7,female,Underweight,0,1,88,Shellfish,566.14,26.33,20.71,60.14,unknown,Salad Capricciosa,,,
15,male,Obese,0,2,7,,201.3,28.64,5.96,8.37,unknown,Miso-Glazed Sea Bass with Asparagus,,,
6,female,Normal,0,3,131,"Squid, Tomato, Beef",435.13,12.81,15.85,60.52,unknown,"Spaghetti With Anchovy, Chilli & Breadcrumbs",Anchovy,,
7,male,Underweight,0,0,128,"Crab, Sulfurous acid",652.29,71.78,24.63,53.55,unknown,Fish Baked In Salt,Fish,,
16,male,Obese,0,2,145,,228.66,17.98,1.16,36.16,unknown,Corvina Traditional,,,
15,female,Underweight,1,0,139,,680.06,56.03,33.77,41.17,unknown,Eggplant Stuffed With Savory Beef,Egg,Beef,
13,male,Underweight,0,2,51,Peach,501.52,29.76,12.47,41.32,unknown,Quick-Cured Sake Salmon with Quinoa,,,
15,male,Normal,0,2,98,,454.87,24.48,20.12,43.85,unknown,Mozzarella Skewers with Anchovy Sauce (Spiedini di Mozzarella),Anchovy,,
7,female,Underweight,1,3,130,Peach,516.46,14.8,30.87,50.68,unknown,Roasted Cauliflower With Anchovy Bread Crumbs,Anchovy,,
13,male,Underweight,0,2,176,"Milk, Shrimp, Tomato",578.48,15.14,22.81,56.53,unknown,Garlic Greens on Toast,Garlic,,
16,female,Normal,0,1,97,Mackerel,497.51,39.39,28.42,17.04,unknown,Salmon with Mushroom Sauce,,,
8,female,Normal,0,1,71,"Beef, Egg",492.16,36.84,22.37,14.16,unknown,Pan-seared Crispy Salmon,,,
9,male,Obese,0,3,108,"Tomato, Mackerel, Sulfurous acid",193.0,20.7,8.95,6.94,unknown,Shrimp and Crab Stuffed Flounder,Crab,Shrimp,
7,male,Underweight,0,3,39,,622.56,34.34,39.6,31.88,unknown,Minted Lamb Chops With White Beans,,,
15,male,Obese,1,2,71,"Mackerel, Walnut",236.63,35.57,8.14,5.19,unknown,Lemon Red Snapper with Herbed Butter,Lemon,,
12,male,Overweight,0,1,58,,349.18,26.05,13.15,42.6,unknown,Sole With Lemon-butter Sauce,Lemon,,
10,male,Normal,0,3,66,,581.72,31.59,33.73,35.61,unknown,Stuffed Fish in Puff Pastry,Fish,,
10,female,Obese,1,2,151,,119.36,15.68,5.67,0.81,unknown,Grilled Fish,Fish,,
12,female,Normal,0,2,49,Peach,465.63,31.35,32.3,11.37,unknown,Pan-roasted Sea Bass with Citrus-Heirloom Tomato Vinaigrette,Tomato,,
11,male,Obese,1,1,84,,201.44,22.15,8.73,6.61,unknown,Poached Sea Bass with Lemon Butter,Lemon,,
11,male,Normal,1,0,150,"Mackerel, Sulfurous acid, Tomato",407.33,16.89,24.11,32.57,unknown,"Pizza With Anchovies, Red Onion, And Oregano",,,
15,male,Obese,1,0,59,"Milk, Pine nut",352.05,34.75,9.22,31.44,unknown,Fish And Chips,Fish,,
11,female,Underweight,0,3,165,,727.38,16.05,50.2,65.43,unknown,Caponata Di Melanzane,,,
14,male,Overweight,1,1,84,,397.95,60.42,15.52,0.26,unknown,Roasted Whole Sea Bass with Bay Leaves,,,
15,female,Overweight,0,2,54,,434.43,41.07,11.43,40.35,unknown,Grilled Grouper with Browned Butter-Orange Couscous,,,
13,female,Normal,0,2,69,"Soybean, Buckwheat",582.15,41.21,28.27,39.58,unknown,Halibut With Barbecue Tomato Sauce And Honey-mustard Polenta,Tomato,,
15,male,Overweight,0,2,170,"Peach, Shellfish, Sulfurous acid",419.95,24.4,21.28,25.84,unknown,Fried Eel,,,
10,female,Underweight,0,3,44,"Mackerel, Peanut",1069.3,60.01,62.7,65.71,unknown,Fabulous fish stew,Fish,,
6,male,Underweight,0,2,15,Beef,682.96,20.13,49.68,42.51,unknown,Chopped Greek Salad,,,
14,female,Normal,1,0,155,Mackerel,522.48,57.45,23.68,16.07,unknown,Poached Brisket of Beef with Salsa Verde,Beef,,
6,female,Underweight,1,1,58,,626.77,53.3,29.49,34.1,unknown,Lemon Herbed Salmon,Lemon,,
9,female,Normal,0,0,120,,539.36,63.88,27.28,8.08,unknown,Cod With Parma Ham & Asparagus,,,
7,female,Normal,1,3,170,Shellfish,410.32,45.63,23.17,2.57,unknown,Sauted Chicken with Tonnato Sauce,Chicken,,
10,female,Underweight,0,0,172,,652.29,71.78,24.63,53.55,unknown,Fish Baked In Salt,Fish,,
13,male,Normal,1,0,76,,586.67,42.63,42.34,8.5,unknown,Sea Salt-Crusted Pink Snapper with Ice Wine Nage,,,
6,female,Underweight,1,0,59,"Squid, Shellfish",660.98,72.43,15.53,55.09,unknown,Grilled Mackerel With Spicy Tomato Jam,Mackerel,Tomato,
12,female,Obese,0,1,45,,259.64,32.33,7.82,12.21,unknown,"Sea Bass with Fennel, Tomato and Orange",Tomato,,
9,male,Underweight,1,0,154,Crab,604.38,39.54,31.49,50.56,unknown,Grilled Halibut with BBQ Butter,,,
11,female,Underweight,0,3,51,"Peanut, Egg, Mackerel",625.51,28.69,26.08,37.52,unknown,Fish Stew,Fish,,
10,female,Underweight,1,3,121,,720.03,18.12,44.66,56.76,unknown,Sundried Tomato Sauce,Tomato,,
8,female,Underweight,0,1,43,Crab,718.38,45.43,34.17,55.53,unknown,Sicilian Stuffed Swordfish with Cherry Tomato Sauce,Tomato,Fish,
15,female,Overweight,0,2,143,Walnut,441.14,14.82,21.92,47.23,unknown,Fusilli with Feta & Lemon-Caper Pesto,Lemon,,
12,female,Underweight,1,0,6,,755.72,37.61,36.99,66.69,unknown,Brian's Easy Stuffed Flounder,,,
11,male,Overweight,1,0,152,"Beef, Pine nut, Pork",399.68,33.72,12.06,38.74,unknown,Fish Chowder,Fish,,
15,male,Normal,1,2,137,,405.55,36.16,27.13,3.67,unknown,Salmon Fillets With Orange Basil Butter,,,
10,female,Obese,1,0,165,"Mackerel, Pine nut",228.66,17.98,1.16,36.16,unknown,Corvina Traditional,,,
6,male,Underweight,1,0,168,"Milk, Pork",683.1,43.52,36.55,44.04,unknown,Sea Bass Fillets with Parsley Sauce,,,
6,female,Underweight,1,2,95,Walnut,721.56,45.23,32.23,44.2,unknown,Seared Wild Salmon With New Potatoes And Dijon Broth,Potato,,
14,female,Normal,1,1,116,Buckwheat,437.18,40.2,24.1,15.02,unknown,Pecan-Crusted Trout,,,
6,male,Normal,1,0,121,,586.1,53.78,25.03,36.7,unknown,French Tuna Burger With Green Bean Salad,,,
12,male,Normal,1,3,143,"Shellfish, Pork",532.85,36.66,27.82,10.11,unknown,Halibut with Mustard-Nut Crust,,,
8,female,Normal,0,3,163,"Squid, Crab",517.63,59.37,28.65,3.05,unknown,"Red Mullet With Tomatoes, Olives & Anchovies",Tomato,,
14,male,Normal,0,3,82,Pork,491.29,6.89,35.62,40.49,unknown,Oriental Style Peppers,,,
16,male,Normal,1,1,157,Shrimp,531.5,36.8,34.74,20.2,unknown,Ginger-Miso Striped Bass in Shiitake Mushroom Broth,,,
16,female,Normal,1,1,104,"Shrimp, Shellfish",581.03,29.36,43.77,17.94,unknown,Pecan-crusted Trout with Peach-Habanero Chile Sauce,Peach,,
15,female,Normal,1,2,124,"Sulfurous acid, Tomato",524.06,3.07,56.94,1.2,unknown,Salsa Verde Recipe,,,
8,male,Normal,0,0,124,"Tomato, Soybean",590.71,12.26,44.01,38.12,unknown,Lime Caesar Salad,,,
6,male,Underweight,1,3,47,"Walnut, Sulfurous acid, Pine nut",692.63,23.9,46.25,54.8,unknown,Kale Caesar,,,
15,female,Overweight,0,0,53,Squid,314.7,31.65,20.22,0.48,unknown,Seared Mahi Mahi with Zesty Basil Butter,,,
15,male,Overweight,1,3,107,Shellfish,312.04,23.73,8.26,35.84,unknown,Pann Bagnat,,,
9,male,Normal,1,0,23,"Wheat, Sulfurous acid, Soybean",515.01,38.73,28.75,25.51,unknown,Cod with Artichokes and Chickpeas,,,
16,male,Obese,1,0,157,Pine nut,111.36,22.08,1.65,1.0,unknown,Herbed Striped Bass,,,
11,female,Overweight,0,2,93,"Pine nut, Squid",331.32,24.85,20.17,7.65,unknown,Poached Catfish with Leeks and Mustard,Fish,,
7,female,Obese,1,2,66,,201.34,34.34,6.75,1.01,unknown,Baked Garlic Lemon Tilapia,Lemon,Garlic,
6,male,Normal,0,2,64,"Shrimp, Beef",493.22,52.64,24.73,12.79,unknown,Ginger And Scallion Fish Recipe,Fish,,
10,female,Obese,1,3,139,"Tomato, Walnut, Milk",264.75,30.95,4.1,8.52,unknown,Sake Steamed Bass,,,
15,female,Normal,0,1,157,,468.0,47.21,27.75,8.45,unknown,Marinated Fish with Salmoriglio Sauce,Fish,,
6,female,Underweight,1,2,142,"Milk, Buckwheat, Shrimp",732.1,44.26,38.81,32.78,unknown,Braised Monkfish with Wild Mushrooms and Cipollini Onions,Fish,,
12,female,Underweight,1,3,108,,721.56,45.23,32.23,44.2,unknown,Seared Wild Salmon With New Potatoes And Dijon Broth,Potato,,
7,female,Underweight,0,0,108,"Shellfish, Shrimp, Soybean",748.38,31.43,47.97,49.23,unknown,Mozzarella En Carozza,,,
11,male,Obese,0,3,79,Peanut,158.47,25.57,5.42,0.18,unknown,Creole Striped Bass,,,
8,female,Underweight,1,2,29,"Peanut, Squid",656.1,41.9,23.29,60.04,unknown,Tagliolino Allo Scoglio,,,
15,female,Overweight,0,2,52,,401.7,36.07,24.39,8.38,unknown,Panfried Red Snapper With Chipotle Butter,,,
9,female,Underweight,0,1,121,,648.16,30.22,41.34,38.25,unknown,Broiled Fish On Toasted Sourdough,Fish,,
6,female,Normal,0,3,27,"Beef, Milk",494.55,21.57,18.38,61.65,unknown,Seabass Ravioli from Ischia: Ravioli all' Ischitana,,,
13,male,Underweight,1,3,79,"Milk, Walnut, Shrimp",566.14,26.33,20.71,60.14,unknown,Salad Capricciosa,,,
10,female,Obese,1,0,28,"Peanut, Milk, Shrimp",259.64,32.33,7.82,12.21,unknown,"Sea Bass with Fennel, Tomato and Orange",Tomato,,
14,male,Overweight,0,3,61,Chicken,397.34,15.22,30.39,18.28,unknown,"Roasted Radicchio with Anchovy Vinaigrette, Preserved Lemon, and Breadcrumbs",Lemon,Anchovy,
9,female,Underweight,1,0,144,,527.66,40.84,28.79,34.28,unknown,"Pan-Roasted Striped Bass with Roasted Artichokes, Mushrooms, and Tomato Marmalade",Tomato,,
13,female,Underweight,0,3,57,Shrimp,735.72,38.17,37.54,65.23,unknown,"Sauteed Calamari With Tomatoes, Basil, Raisins, And Pine Nuts",Pine nut,Tomato,
15,female,Overweight,1,1,102,"Wheat, Egg, Buckwheat",423.81,45.25,24.21,5.93,unknown,Roasted Halibut with Walnut Crust,Walnut,,
15,female,Obese,0,2,54,"Sulfurous acid, Squid",201.3,28.64,5.96,8.37,unknown,Miso-Glazed Sea Bass with Asparagus,,,
16,male,Obese,1,1,114,"Chicken, Buckwheat, Wheat",165.85,22.07,5.73,5.67,unknown,Warm Cucumber Soup with Scallop and Sole Mousselines,,,
6,female,Normal,1,3,123,Pine nut,432.68,10.82,21.32,49.12,unknown,Grilled Fish With Seville Orange & Rosemary Butter,Fish,,
9,male,Obese,1,1,27,,352.05,34.75,9.22,31.44,unknown,Fish And Chips,Fish,,
7,female,Underweight,0,0,92,"Mackerel, Pine nut",979.48,80.97,37.3,50.2,unknown,Grilled Fish With Pesto Sauce,Fish,,
12,female,Underweight,1,3,98,"Egg, Shellfish",718.38,45.43,34.17,55.53,unknown,Sicilian Stuffed Swordfish with Cherry Tomato Sauce,Tomato,Fish,
8,male,Normal,1,2,101,"Walnut, Soybean",509.14,37.46,16.58,52.11,unknown,"Crisp Striped Bass With Preserved Lemon, Chickpeas, And Couscous",Lemon,,
13,male,Obese,1,1,94,"Buckwheat, Mackerel, Pine nut",338.07,23.51,3.95,50.6,unknown,Steamed Sea Bass Recipe (thai-style),,,
9,female,Underweight,1,0,140,"Egg, Shellfish, Wheat",733.07,12.33,49.48,61.64,unknown,"Onion, Anchovy And Olive Tart",Anchovy,,
12,female,Underweight,0,1,54,"Buckwheat, Milk",629.17,40.61,34.83,40.19,unknown,Roasted Monkfish with Curried Lentils and Browned Butter Cauliflower,Fish,,
7,male,Normal,0,2,105,Peanut,424.34,67.62,13.54,6.77,unknown,Basil-Steamed Halibut with Lemon CrÃÂ¨me Sauce,Lemon,,
6,female,Underweight,0,1,79,,542.14,15.79,28.72,60.4,unknown,Crispy Potato Salad With Chimichurri Sauce,Potato,,
7,male,Overweight,0,0,122,Shellfish,435.67,38.86,15.24,25.98,unknown,Chesapeake Bay Seafood Stew,,,
9,female,Normal,1,1,98,"Soybean, Wheat",545.76,24.59,40.86,21.83,unknown,"Romaine Lettuce dressed with Anchovy Puree, Crumbled Hard Boiled Egg and Toasted Whole Grain Bread Bites",Anchovy,Egg,
14,female,Normal,1,0,178,"Milk, Squid",443.43,30.56,28.27,18.14,unknown,Sauted Snapper on Wilted Spinach with Mulled Zinfandel Butter,,,
10,female,Underweight,1,0,63,"Sulfurous acid, Mackerel, Chicken",521.52,38.46,15.38,55.91,unknown,Sea Bass alla Fiorentina,,,
8,male,Underweight,0,1,108,"Chicken, Beef",505.6,55.38,11.62,43.4,unknown,Labneh With Chilli And Anchovy,Anchovy,,
15,female,Normal,0,3,157,"Crab, Egg, Wheat",509.53,14.12,46.1,11.99,unknown,Muffuletta,,,
13,male,Underweight,0,3,85,"Chicken, Shrimp",543.73,54.83,22.48,31.2,unknown,Chili-Cumin Fried Fish,Fish,,
15,female,Normal,0,3,69,"Buckwheat, Crab, Pork",482.61,21.43,22.66,48.9,unknown,Nioise on a Roll,,,
16,male,Overweight,0,2,129,"Egg, Peach",417.05,36.65,24.17,11.14,unknown,Grill-steamed Mediterranean Halibut,,,
16,male,Normal,0,3,117,Shrimp,450.64,36.34,12.73,48.66,unknown,"Roasted Bass with Potatoes, Onions and Fennel",Potato,,
16,female,Normal,0,2,180,"Tomato, Beef, Squid",576.43,13.93,40.39,40.47,unknown,Caramelized Onion And Fresh Anchovy Tart,Anchovy,,
16,male,Normal,0,0,143,"Shrimp, Sulfurous acid, Buckwheat",581.03,29.36,43.77,17.94,unknown,Pecan-crusted Trout with Peach-Habanero Chile Sauce,Peach,,
6,female,Overweight,0,3,12,"Walnut, Wheat",360.09,34.25,16.45,17.02,unknown,Baked Haddock,,,
10,female,Obese,0,1,62,"Crab, Beef, Squid",180.15,35.08,2.34,3.22,unknown,Basic Ceviche,,,
13,male,Underweight,1,2,165,"Chicken, Peanut, Shellfish",673.45,51.32,32.2,46.78,unknown,Grilled Caesar Salad,,,
16,female,Overweight,0,2,107,,446.44,32.74,10.99,29.64,unknown,"Sea Bass with Saffron, Sherry and Pine Nuts",Pine nut,,
16,male,Normal,0,3,169,Wheat,462.85,22.54,18.86,49.29,unknown,Fried Stuffed Zucchini Flowers (fiori Di Zucca Fritti),,,
15,female,Normal,0,3,120,"Crab, Buckwheat, Pork",424.34,67.62,13.54,6.77,unknown,Basil-Steamed Halibut with Lemon CrÃÂ¨me Sauce,Lemon,,
13,male,Obese,0,3,168,"Beef, Wheat, Peach",256.2,32.04,7.78,14.0,unknown,Sauted Striped Bass with Summer Vegetables,,,
14,male,Obese,1,2,27,"Tomato, Beef",231.34,35.65,8.51,3.65,unknown,Soy-marinated Chinese-style Tilapia With Fresh Ginger And Scall,,,
11,male,Normal,0,0,21,,543.72,37.47,20.55,48.7,unknown,"Pan-Seared Sea Bass with Olives, Tomatoes and Oregano Brown Rice",Rice,Tomato,
10,male,Obese,0,0,110,,278.29,34.12,9.54,13.2,unknown,Glazed Grilled Tuna with Sweet Bell Pepper Ragout,,,
6,male,Obese,1,1,119,"Soybean, Pork",302.72,35.0,7.6,22.12,unknown,Baked Seabass with Homemade Garlic Butter and Herb Bread Crumb Topping,Garlic,,
12,male,Underweight,0,1,85,,573.24,39.88,27.1,43.48,unknown,Macadamia Nut Crusted Mahi Mahi,,,
11,female,Obese,0,1,116,,336.32,35.55,9.05,29.74,unknown,Fish Fillets In Parchment With Asparagus And Orange,Fish,,
10,female,Overweight,1,3,149,,411.41,13.11,19.18,48.94,unknown,Pasta Puttanesca,,,
14,female,Normal,1,0,17,,556.71,18.93,24.36,67.1,unknown,"Orecchiette with Cauliflower, Anchovies and Pistachios",,,
8,female,Underweight,0,1,81,,555.62,14.08,42.99,34.78,unknown,Prosciutto-wrapped Salmon With Warm Corn-mushroom Salsa,,,
12,male,Obese,1,0,36,"Wheat, Walnut, Buckwheat",246.81,29.16,6.54,19.42,unknown,Sea Bass and Spicy Tomato Sauce Over Braised Fennel,Tomato,,
9,male,Overweight,0,3,14,"Sulfurous acid, Wheat",334.53,42.99,12.1,11.86,unknown,Hearts of Romaine Caesar Salad with Grilled Chicken,Chicken,,
15,female,Normal,1,0,148,,423.67,6.93,31.74,28.7,unknown,Find the book,,,
8,male,Obese,0,3,135,"Mackerel, Walnut, Squid",228.66,17.98,1.16,36.16,unknown,Corvina Traditional,,,
14,male,Obese,0,0,94,,352.91,32.97,6.58,35.17,unknown,Manhattan-Style Fish Chowder,Fish,,
